company,recency_days,first_order_days_ago,tenure_days,frequency,monetary_total,monetary_mean,monetary_median,monetary_std,monetary_max,monetary_min,avg_days_between_orders,std_days_between_orders,min_days_between_orders,max_days_between_orders,orders_per_year,avg_quantity,median_quantity,max_quantity,min_quantity,std_quantity,avg_unit_price,median_unit_price,max_unit_price,avg_margin,median_margin,ptype_binder_pct,ptype_box_pct,ptype_slip_case_pct,ptype_folder_pct,ptype_presentation_pack_pct,ptype_menu_cover_pct,ptype_ring_binder_pct,ptype_lever_arch_pct,ptype_portfolio_pct,product_type_diversity,has_product_type_pct,avg_num_operations,max_num_operations,op_cutting_pct,op_creasing_pct,op_assembly_pct,op_wrapping_pct,op_liner_gluing_pct,op_laminating_pct,op_foil_blocking_pct,op_screen_printing_pct,op_drilling_pct,op_embossing_pct,op_debossing_pct,op_uv_varnishing_pct,op_die_cutting_pct,op_hand_finishing_pct,op_packing_pct,op_collating_pct,unique_operations_used,avg_cost_items,peak_month,months_active,revenue_trend_slope,revenue_trend_pct,recent_12m_revenue,historical_revenue,recent_share_pct,era_2017_box_pct,era_2020_pob_master_pct,era_2024_quotation_pct,ch_company_name,company_number,company_type,company_status,sic_codes,industry_sector,incorporation_date,company_age_years,region,accounts_type,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,website_domain,has_https,http_status,domain_variant,orders_per_company_year,value_quintile,frequency_tier,is_active_12m,is_active_6m,is_churned,ch_matched,recency_days_missing,first_order_days_ago_missing,avg_days_between_orders_missing,std_days_between_orders_missing,min_days_between_orders_missing,max_days_between_orders_missing,avg_quantity_missing,avg_unit_price_missing,avg_margin_missing,revenue_trend_slope_missing,revenue_trend_pct_missing,company_age_years_missing,officer_count_missing,active_officer_count_missing,filing_count_missing,recent_filing_days_missing,annual_accounts_count_missing,charge_count_missing,psc_count_missing,median_quantity_missing,max_quantity_missing,min_quantity_missing,std_quantity_missing,median_unit_price_missing,max_unit_price_missing,median_margin_missing,peak_month_missing,director_count_missing,secretary_count_missing,http_status_missing
Bradford International,2668.0,2668.0,0,1,1450.3714192708333,1450.3714192708333,1450.3714192708333,0.0,1450.3714192708333,1450.3714192708333,43.25,84.75996629996197,0.0,170.0,1.0,320.0,320.0,320.0,320.0,0.0,4.532410685221354,4.532410685221354,4.532410685221354,25.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,31.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,29.0,10.0,1,0.0,0.0,0.0,1450.3714192708333,0.0,100.0,0.0,0.0,,,,,Unknown,Unknown,Unknown,14.0,Unknown,Unknown,3.0,2.0,1.0,0.0,36.0,127.0,11.0,0,0.0,1.0,False,Unknown,False,301.0,Unknown,1.0,2,one_time,False,False,True,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
Chester Holdings,826.0,1830.0,1004,180,323995.2085689414,1799.9733809385632,835.2359333333334,2742.3897732006303,17726.400416666667,83.16966666666666,5.608938547486034,16.865733110700255,0.0,157.0,65.48306772908366,926.3166666666668,169.0,11200.0,1.0,1688.5801297152805,7.88462333510827,3.1645510222222217,32.58907666666667,15.042857142857144,10.0,0.0,60.86956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.555555555555554,5.688888888888889,9,100.0,57.77777777777777,100.0,9.444444444444445,9.444444444444445,89.44444444444444,17.77777777777778,88.33333333333333,96.66666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,24.06111111111111,2.0,12,-94413.1172124776,-87.42084578610786,0.0,323995.2085689414,0.0,0.0,100.0,0.0,Western Design,13582180,ltd,dissolved,18129,Manufacturing,2021-08-24,4.4,Berkshire,dormant,3.0,3.0,3.0,0.0,16.0,6.0,3.0,False,0.0,3.0,True,chroma.co.uk,True,200.0,co.uk,40.90909090909091,5,power_user,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh Associates,2417.0,2417.0,0,1,1237.2066666666667,1237.2066666666667,1237.2066666666667,0.0,1237.2066666666667,1237.2066666666667,43.25,84.75996629996197,0.0,170.0,1.0,100.0,100.0,100.0,100.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,6.0,1,0.0,0.0,0.0,1237.2066666666667,0.0,0.0,100.0,0.0,DynamicWork,07902333,ltd,active,70229,Professional Services,2012-01-09,14.1,Essex,micro-entity,1.0,1.0,1.0,0.0,28.0,104.0,13.0,False,0.0,1.0,True,chromedomedesign.com,False,200.0,com,0.0709219858156028,2,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Max Enterprises,2417.0,2417.0,0,1,1216.263333333333,1216.263333333333,1216.263333333333,0.0,1216.263333333333,1216.263333333333,43.25,84.75996629996197,0.0,170.0,1.0,100.0,100.0,100.0,100.0,0.0,14.59516,14.59516,14.59516,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,34.0,6.0,1,0.0,0.0,0.0,1216.263333333333,0.0,0.0,100.0,0.0,PM,SO305915,llp,active,Unknown,Unknown,2016-12-28,9.1,Glasgow,dormant,3.0,2.0,0.0,0.0,21.0,24.0,9.0,False,0.0,0.0,False,Unknown,False,301.0,Unknown,0.1098901098901098,2,one_time,False,False,True,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WesternMedi,2074.0,2074.0,0,1,456.3636363636364,456.3636363636364,456.3636363636364,0.0,456.3636363636364,456.3636363636364,43.25,84.75996629996197,0.0,170.0,1.0,150.0,150.0,150.0,150.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.0,5.0,1,0.0,0.0,0.0,456.3636363636364,0.0,0.0,100.0,0.0,Sheffield Manufacturing,01652053,ltd,active,94990,Other Services,1982-07-16,43.6,London,small,19.0,3.0,2.0,1.0,132.0,34.0,29.0,False,0.0,1.0,True,citizensadvice.co.uk,False,301.0,co.uk,0.0229357798165137,1,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Taylor & Roberts,2249.0,2249.0,0,1,719.224,719.224,719.224,0.0,719.224,719.224,43.25,84.75996629996197,0.0,170.0,1.0,800.0,800.0,800.0,800.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,11.0,1,0.0,0.0,0.0,719.224,0.0,0.0,100.0,0.0,Wilson & Wright,13171115,ltd,active,58190,Information & Communication,2021-02-01,5.0,Hereford,micro-entity,1.0,1.0,1.0,0.0,10.0,80.0,4.0,False,0.0,2.0,True,cityimages.co.uk,True,301.0,co.uk,0.2,2,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Vanguard Industries 506,2592.0,2592.0,0,1,172.42666666666665,172.42666666666665,172.42666666666665,0.0,172.42666666666665,172.42666666666665,43.25,84.75996629996197,0.0,170.0,1.0,500.0,350.0,625.0,175.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20.0,12.0,1,0.0,0.0,0.0,172.42666666666665,0.0,100.0,0.0,0.0,EZE,06729521,ltd,active,68209,Real Estate,2008-10-21,17.3,Cheshire,total-exemption-full,4.0,3.0,2.0,1.0,59.0,143.0,17.0,True,1.0,2.0,True,ckn.co.uk,False,403.0,co.uk,0.0578034682080924,1,one_time,False,False,True,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Sigma Design,1509.0,1911.0,402,2,2597.5350000000003,1298.7675000000002,1298.7675000000002,1346.4409129302703,2250.8450000000003,346.69,402.0,84.75996629996197,402.0,402.0,1.8171641791044777,5050.0,5050.0,10000.0,100.0,7000.35713374682,4.16028,4.16028,4.16028,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,7.0,8,100.0,100.0,100.0,50.0,50.0,50.0,100.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25.0,11.0,2,-1904.1549999993567,-146.61246142972908,0.0,2597.5350000000003,0.0,0.0,100.0,0.0,PrimeInte 509,03928078,ltd,active,32990,Manufacturing,2000-02-17,26.0,West Midlands,total-exemption-full,9.0,4.0,3.0,1.0,88.0,62.0,26.0,True,3.0,3.0,True,clarkeprint.co.uk,True,403.0,co.uk,0.0769230769230769,3,occasional,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urban Creative,1471.0,1471.0,0,2,23188.62857142857,11594.314285714285,11594.314285714285,2206.1731573020284,13154.314285714285,10034.314285714285,0.0,84.75996629996197,0.0,0.0,2.0,5000.0,5000.0,5000.0,5000.0,0.0,2.782635428571428,2.782635428571428,3.157035428571428,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.0,7,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,38.0,1.0,1,0.0,0.0,0.0,23188.62857142857,0.0,0.0,100.0,0.0,Omega Enterprises,SC378314,ltd,active,73110,Professional Services,2010-05-11,15.7,Glasgow,total-exemption-full,2.0,2.0,2.0,0.0,41.0,129.0,16.0,False,0.0,2.0,True,claroprint.co.uk,True,301.0,co.uk,0.1273885350318471,5,occasional,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mega Works,849.0,849.0,0,1,1683.415161904762,1683.415161904762,1683.415161904762,0.0,1683.415161904762,1683.415161904762,43.25,84.75996629996197,0.0,170.0,1.0,400.0,400.0,400.0,400.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15.0,9.0,1,0.0,0.0,0.0,1683.415161904762,0.0,0.0,100.0,0.0,Allen & Davies,00435914,ltd,active,55900,Accommodation & Food,1947-05-29,78.7,Oxfordshire,micro-entity,5.0,1.0,1.0,0.0,99.0,117.0,40.0,True,6.0,3.0,True,claytonscocktails.com,True,301.0,com,0.0127064803049555,3,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Jones & White,2419.0,2440.0,21,13,7573.670873015873,582.5900671550672,369.1972222222222,607.6392962458272,1991.2144444444443,126.05972222222223,1.75,6.06217782649107,0.0,21.0,226.1071428571429,442.3076923076923,500.0,500.0,250.0,109.63225241337868,4.9180347304778556,4.311950133333333,6.693107291666667,28.076923076923077,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12.0,5.0,2,0.0,0.0,0.0,7573.670873015873,0.0,0.0,100.0,0.0,Liverpool Print,07029596,ltd,active,28990,Manufacturing,2009-09-24,16.4,Northamptonshire,unaudited-abridged,4.0,1.0,1.0,0.0,57.0,13.0,16.0,True,1.0,2.0,True,clenawaresystems.co.uk,False,301.0,co.uk,0.7926829268292683,4,frequent,False,False,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
HTLN,134.0,2242.0,2108,4,14578.121063492064,3644.530265873016,963.3873611111112,5910.814260470943,12490.93234126984,160.414,702.6666666666666,400.5375554593269,275.0,1069.0,0.6930740037950665,2503.75,2500.0,5000.0,15.0,2075.666057759131,7.7281078958333325,7.7281078958333325,12.83312,21.25,15.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,75.0,7.0,9,100.0,75.0,100.0,50.0,50.0,50.0,100.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25.25,9.0,3,658.6876384091042,18.073320575136485,825.1388888888889,13752.982174603174,5.660118236740956,0.0,100.0,0.0,UUN,01577387,ltd,active,71122,Professional Services,1981-07-31,44.5,Surrey,micro-entity,3.0,3.0,2.0,1.0,93.0,19.0,41.0,False,0.0,2.0,True,clere.co.uk,False,301.0,co.uk,0.0898876404494382,4,regular,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vector Display,662.0,1059.0,397,2,15361.240357142857,7680.620178571428,7680.620178571428,1934.814784927045,9048.740833333331,6312.499523809523,397.0,84.75996629996197,397.0,397.0,1.8400503778337531,2500.0,2500.0,3000.0,2000.0,707.1067811865476,3.394873188492064,3.394873188492064,3.4718747380952384,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.0,7,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,34.0,3.0,2,-2736.241309522715,-35.625265224762714,0.0,15361.240357142857,0.0,0.0,100.0,0.0,JY,01712854,ltd,active,18129,Manufacturing,1983-04-07,42.8,Berkshire,unaudited-abridged,13.0,8.0,7.0,1.0,133.0,217.0,29.0,True,1.0,1.0,True,cleredesign.co.uk,False,302.0,co.uk,0.0467289719626168,4,occasional,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool Services,448.0,2115.0,1667,5,19748.343879999997,3949.668775999999,3319.333333333334,3329.945393190952,8883.55,937.3205466666668,416.75,807.5821423648907,0.0,1628.0,1.0955308938212358,1350.0,1000.0,2000.0,750.0,602.0797289396148,1.5086508671111112,1.659666666666667,1.835233333333333,16.0,15.0,40.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3,100.0,7.2,9,100.0,60.0,100.0,100.0,100.0,60.0,60.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,24.2,5.0,3,-4468.425696667041,-45.25367518227601,0.0,19748.343879999997,0.0,0.0,100.0,0.0,HorizonPart,01628715,ltd,active,18129,Manufacturing,1982-04-14,43.8,Warwickshire,micro-entity,5.0,3.0,2.0,1.0,103.0,12.0,40.0,False,0.0,2.0,True,clintplan.com,True,200.0,com,0.1141552511415525,5,regular,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sterling Partners,812.0,2569.0,1757,6,3416.005555555555,569.3342592592592,409.87499999999994,503.9176422693784,1484.2222222222222,138.95,351.4,231.7170688576912,91.0,574.0,1.2472965281730222,1708.3333333333333,475.0,7000.0,400.0,2627.6256709559425,0.7325256734006734,0.5260416666666666,1.163090909090909,40.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16.666666666666664,5.833333333333333,8,100.0,50.0,100.0,16.666666666666664,16.666666666666664,16.666666666666664,100.0,100.0,83.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,13.5,1.0,6,-116.63000000004172,-13.656886454457052,0.0,3416.005555555555,0.0,0.0,100.0,0.0,Portsmouth Creative,OE027624,registered-overseas-entity,registered,Unknown,Unknown,2023-02-24,2.9,Gibraltar,Unknown,0.0,0.0,0.0,0.0,3.0,327.0,0.0,False,0.0,3.0,True,cms.co.uk,True,301.0,co.uk,2.068965517241379,3,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VertexGrou,1482.0,1482.0,0,1,548.1466666666666,548.1466666666666,548.1466666666666,0.0,548.1466666666666,548.1466666666666,43.25,84.75996629996197,0.0,170.0,1.0,100.0,100.0,100.0,100.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,27.0,1.0,1,0.0,0.0,0.0,548.1466666666666,0.0,0.0,100.0,0.0,CentralPrin,13291204,ltd,dissolved,47429,Wholesale & Retail,2021-03-25,4.9,Slough,Unknown,1.0,1.0,1.0,0.0,3.0,1252.0,0.0,False,0.0,1.0,True,cmuk.co.uk,True,405.0,co.uk,0.2040816326530612,1,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
QUDH 530,1312.0,1312.0,0,1,538.3233333333333,538.3233333333333,538.3233333333333,0.0,538.3233333333333,538.3233333333333,43.25,84.75996629996197,0.0,170.0,1.0,2000.0,2000.0,2000.0,2000.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14.0,6.0,1,0.0,0.0,0.0,538.3233333333333,0.0,0.0,100.0,0.0,MegaCrea,02538344,ltd,active,62090,Information & Communication,1990-09-10,35.4,Abingdon,unaudited-abridged,9.0,5.0,4.0,1.0,159.0,145.0,22.0,True,9.0,3.0,True,codegate.co.uk,True,301.0,co.uk,0.0282485875706214,1,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Allen & Taylor,1932.0,1932.0,0,1,599.6057333333333,599.6057333333333,599.6057333333333,0.0,599.6057333333333,599.6057333333333,43.25,84.75996629996197,0.0,170.0,1.0,500.0,500.0,500.0,500.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,22.0,10.0,1,0.0,0.0,0.0,599.6057333333333,0.0,0.0,100.0,0.0,Vanguard Creative,02860415,ltd,active,"55209,56290",Accommodation & Food,1993-10-08,32.3,Cambridge,small,24.0,6.0,5.0,1.0,118.0,26.0,27.0,False,0.0,0.0,True,colophon.co.uk,True,301.0,co.uk,0.0309597523219814,2,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Southern Design,1767.0,1767.0,0,1,59411.142857142855,59411.142857142855,59411.142857142855,0.0,59411.142857142855,59411.142857142855,43.25,84.75996629996197,0.0,170.0,1.0,50000.0,50000.0,50000.0,50000.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,13.0,3.0,1,0.0,0.0,0.0,59411.142857142855,0.0,0.0,100.0,0.0,Atlantic Holdings,15352506,ltd,active,41202,Construction,2023-12-14,2.1,Leeds,dormant,1.0,1.0,1.0,0.0,6.0,42.0,1.0,False,0.0,1.0,True,colourcrew.co.uk,True,301.0,co.uk,0.4761904761904761,5,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NationalMedi,738.0,1953.0,1215,2,1142.8568333333333,571.4284166666666,571.4284166666666,547.5199695916858,958.5835,184.2733333333333,1215.0,84.75996629996197,1215.0,1215.0,0.6012345679012346,22.5,22.5,30.0,15.0,10.606601717798211,26.542603333333332,26.542603333333332,38.34334,20.0,20.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,7.5,9,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,30.0,9.0,2,193.57754166668295,33.87607896644091,0.0,1142.8568333333333,0.0,0.0,100.0,0.0,Chester Packaging,05272069,ltd,active,18129,Manufacturing,2004-10-28,21.3,Middlesex,total-exemption-full,5.0,2.0,1.0,1.0,69.0,97.0,22.0,False,0.0,1.0,True,colourpress.co.uk,True,301.0,co.uk,0.0938967136150234,2,occasional,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Premier Enterprises,163.0,2508.0,2345,11,19003.52884126984,1727.5935310245309,812.0171428571429,2080.115620710351,6881.583333333333,143.49599999999998,234.5,262.02682220634506,0.0,727.0,1.7133262260127933,630.9090909090909,270.0,2000.0,100.0,733.5591938685595,5.242885642135641,4.063054761904762,8.85836883116883,20.0,20.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,36.36363636363637,6.090909090909091,9,100.0,36.36363636363637,100.0,63.63636363636363,63.63636363636363,45.45454545454545,45.45454545454545,90.9090909090909,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,23.727272727272727,3.0,6,-1140.3265671550614,-30.003021456694444,923.4281746031744,18080.100666666665,4.859245787012839,0.0,100.0,0.0,Chester Marketing,03962585,ltd,active,74100,Professional Services,2000-04-03,25.8,Oxfordshire,micro-entity,8.0,3.0,2.0,1.0,70.0,174.0,25.0,False,0.0,3.0,True,colourburst.co.uk,True,200.0,co.uk,0.4263565891472868,5,frequent,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apex Enterprises 542,890.0,2409.0,1519,15,52651.75697258297,3510.1171315055312,2280.6,3233.835993569652,11686.725714285714,345.1575,108.5,191.2166511899727,0.0,671.0,3.606813693219223,3240.0,1000.0,20000.0,100.0,5267.223448567837,2.709401767063492,2.0514655555555557,8.173399999999999,15.0,17.5,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,66.66666666666666,7.2,9,100.0,33.33333333333333,93.33333333333331,100.0,100.0,86.66666666666667,86.66666666666667,53.333333333333336,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,21.866666666666667,6.0,9,6851.417582105967,52.05081825226584,0.0,52651.75697258297,0.0,0.0,100.0,0.0,Express Labels,NI610849,ltd,active,58110,Information & Communication,2012-01-25,14.0,County Down,micro-entity,2.0,2.0,2.0,0.0,32.0,188.0,14.0,True,2.0,2.0,True,colourpoint.co.uk,True,301.0,co.uk,1.0714285714285714,5,frequent,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJB,1801.0,1801.0,0,1,530.3246033333334,530.3246033333334,530.3246033333334,0.0,530.3246033333334,530.3246033333334,43.25,84.75996629996197,0.0,170.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,19.0,2.0,1,0.0,0.0,0.0,530.3246033333334,0.0,0.0,100.0,0.0,Swift Technologies 548,05555251,ltd,active,"18129,82990",Manufacturing,2005-09-06,20.4,Surrey,total-exemption-full,3.0,3.0,2.0,1.0,51.0,138.0,19.0,False,0.0,1.0,True,colourstream.co.uk,True,405.0,co.uk,0.0490196078431372,1,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
HorizonGrap,1183.5,1681.0,0,1,2126.3199999999997,2126.3199999999997,2126.3199999999997,0.0,2126.3199999999997,2126.3199999999997,43.25,84.75996629996197,0.0,170.0,1.0,300.0,300.0,300.0,300.0,0.0,8.505279999999999,8.505279999999999,8.505279999999999,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,31.0,6.0,0,0.0,0.0,0.0,2126.3199999999997,0.0,0.0,100.0,0.0,Western Holdings,07927043,ltd,dissolved,18129,Manufacturing,2012-01-27,14.0,Middlesex,total-exemption-small,4.0,2.0,1.0,1.0,15.0,3240.0,3.0,False,0.0,0.0,True,colourzone.co.uk,True,200.0,co.uk,0.0714285714285714,3,one_time,False,False,False,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Omega International,127.0,1348.0,1221,8,16000.576165972225,2000.072020746528,1946.777,1424.5926340198205,4284.840452083334,244.05333333333337,174.42857142857142,308.9945291548364,0.0,850.0,2.3931203931203933,257.875,275.0,500.0,3.0,183.85276523814997,13.281747352747908,14.669719555555554,16.586479169354842,20.625,20.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,62.5,6.5,9,100.0,75.0,100.0,37.5,37.5,50.0,62.5,87.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,26.25,9.0,5,3204.8301902783637,60.08840226192503,11116.095499305557,4884.480666666666,69.4730951185727,0.0,100.0,0.0,Omega Signs,02589514,ltd,active,82990,Administrative Services,1991-03-07,34.9,Gloucestershire,full,12.0,4.0,4.0,0.0,137.0,308.0,27.0,True,5.0,4.0,True,commercial.co.uk,True,200.0,co.uk,0.2292263610315186,5,regular,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
