company,estimates,revenue,avg_order,median_order,first_date,last_date,avg_quantity,tenure_days,revenue_pct,cumulative_pct,days_since_last,segment
Smith & Jones,6,24366.76658712522,4061.12776452087,1067.07925308642,2018-12-21 00:00:00+00:00,2022-09-02 00:00:00+00:00,2269.6666666666665,1351,0.13095730534095754,83.55418161999782,875,dormant
Leeds Services,2,24264.917622222223,12132.458811111112,12132.458811111112,2023-12-19 00:00:00+00:00,2023-12-19 00:00:00+00:00,2000.0,0,0.13040992594419712,83.68459154594201,402,at_risk
Pacific Packaging,30,24127.680290462962,804.2560096820987,226.61001333333337,2018-01-17 00:00:00+00:00,2019-08-07 00:00:00+00:00,786.4,567,0.12967235450257333,83.81426390044459,1997,dormant
KTVH,11,23829.192002222222,2166.290182020202,1410.1941333333334,2023-11-03 00:00:00+00:00,2024-10-01 00:00:00+00:00,95.45454545454545,333,0.12806815224766702,83.94233205269225,115,loyal
Nottingham Solutions 577,2,23598.02888888889,11799.014444444445,11799.014444444445,2021-03-09 00:00:00+00:00,2021-03-09 00:00:00+00:00,,0,0.12682578394622998,84.06915783663848,1417,dormant
Atlas International 327,2,23547.6990144,11773.8495072,11773.8495072,2018-01-24 00:00:00+00:00,2018-01-24 00:00:00+00:00,1000.0,0,0.12655528992242723,84.1957131265609,2557,dormant
Urban Creative,2,23188.62857142857,11594.314285714285,11594.314285714285,2021-01-14 00:00:00+00:00,2021-01-14 00:00:00+00:00,5000.0,0,0.1246254935552733,84.32033862011617,1471,dormant
Express Enterprises,12,23125.838444444445,1927.1532037037039,1570.9747499999999,2022-11-02 00:00:00+00:00,2024-01-22 00:00:00+00:00,273.3333333333333,446,0.12428803286665642,84.44462665298283,368,at_risk
Coastal Graphics,4,22459.491493650792,5614.872873412698,1480.482353968254,2024-02-23 00:00:00+00:00,2024-03-14 00:00:00+00:00,2625.0,20,0.1207068026371106,84.56533345561995,316,active
GBV,11,22235.27421746032,2021.3885652236654,1172.6583333333333,2020-10-14 00:00:00+00:00,2021-12-10 00:00:00+00:00,1495.0,422,0.11950176420101755,84.68483521982097,1141,dormant
Precision International 456,1,22048.466666666667,22048.466666666667,22048.466666666667,2022-10-24 00:00:00+00:00,2022-10-24 00:00:00+00:00,10000.0,0,0.11849778144516818,84.80333300126614,823,dormant
Summit Industries,2,21886.964538239536,10943.482269119768,10943.482269119768,2022-11-16 00:00:00+00:00,2024-05-21 00:00:00+00:00,2050.0,552,0.11762980072766002,84.9209628019938,248,active
Beta Works 805,6,21405.04860740741,3567.5081012345686,499.925,2020-11-03 00:00:00+00:00,2024-02-19 00:00:00+00:00,116.33333333333333,1203,0.11503978077252981,85.03600258276633,340,loyal
Roberts & Hall,11,21384.373950661375,1944.0339955146703,1021.2827333333335,2020-06-15 00:00:00+00:00,2024-09-06 00:00:00+00:00,2949.0,1544,0.11492866642641296,85.15093124919274,140,loyal
Matrix Creative 935,2,21119.294444444444,10559.647222222222,10559.647222222222,2017-12-22 00:00:00+00:00,2017-12-22 00:00:00+00:00,17500.0,0,0.11350401709055799,85.2644352662833,2590,dormant
Bristol Systems,4,21078.931666666667,5269.732916666667,4933.3225,2022-05-30 00:00:00+00:00,2022-06-06 00:00:00+00:00,400.0,7,0.11328709045833729,85.37772235674164,963,dormant
Max Labels,11,20891.6943064127,1899.2449369466092,1120.6398412698413,2022-11-29 00:00:00+00:00,2023-01-30 00:00:00+00:00,473.6363636363636,62,0.11228079772473473,85.49000315446638,725,at_risk
Oxford Labels 304,23,20663.81963089947,898.42694047389,825.3683199999999,2019-08-13 00:00:00+00:00,2021-03-31 00:00:00+00:00,806.695652173913,596,0.1110561028784179,85.6010592573448,1395,dormant
Ultra Industries 325,5,20352.23888888889,4070.447777777778,2148.2083333333335,2018-08-09 00:00:00+00:00,2020-12-14 00:00:00+00:00,1020.0,858,0.10938153624176772,85.71044079358657,1502,dormant
WesternAsso,3,19954.308296296294,6651.436098765432,4611.013333333333,2022-05-27 00:00:00+00:00,2022-10-28 00:00:00+00:00,1080.0,154,0.1072428890013829,85.81768368258795,819,dormant
Coventry Solutions,1,19910.45,19910.45,19910.45,2022-12-21 00:00:00+00:00,2022-12-21 00:00:00+00:00,42000.0,0,0.1070071759748198,85.92469085856277,765,dormant
Liverpool Services,5,19748.34388,3949.668776,3319.333333333334,2019-04-11 00:00:00+00:00,2023-11-03 00:00:00+00:00,1350.0,1667,0.10613594915124548,86.03082680771402,448,at_risk
MF 493,3,19057.36666666667,6352.455555555556,6167.166666666667,2018-06-01 00:00:00+00:00,2018-06-01 00:00:00+00:00,3833.3333333333335,0,0.10242234547770969,86.13324915319173,2429,dormant
UrbanEnte 539,45,18774.76597552249,417.21702167827755,359.72827777777775,2017-11-29 00:00:00+00:00,2024-09-04 00:00:00+00:00,679.9545454545455,2471,0.10090352988650654,86.23415268307824,142,loyal
Baker & Baker 446,4,18640.764470085473,4660.191117521368,4665.299346153846,2023-06-15 00:00:00+00:00,2023-08-15 00:00:00+00:00,6000.0,61,0.10018334914357056,86.33433603222181,528,at_risk
AtlanticWork 998,7,18616.888283597884,2659.555469085412,3147.5608465608466,2021-03-12 00:00:00+00:00,2022-07-14 00:00:00+00:00,1473.4285714285713,489,0.10005502842309036,86.4343910606449,925,dormant
Southampton Graphics 125,3,18509.183696849446,6169.727898949815,5469.712198051948,2023-01-08 00:00:00+00:00,2024-05-23 00:00:00+00:00,4000.0,501,0.09947617843891195,86.5338672390838,246,active
Bristol Solutions,11,18443.41166329365,1676.6737875721499,1587.6083333333333,2018-03-22 00:00:00+00:00,2023-02-13 00:00:00+00:00,687.7272727272727,1789,0.09912269172369824,86.6329899308075,711,at_risk
DeltaComm 345,12,18395.98528888889,1532.9987740740742,1280.2833333333333,2018-02-13 00:00:00+00:00,2024-10-08 00:00:00+00:00,470.5,2429,0.09886780233687986,86.73185773314438,108,loyal
Ultra Holdings 202,1,17352.8515625,17352.8515625,17352.8515625,2018-01-16 00:00:00+00:00,2018-01-16 00:00:00+00:00,5000.0,0,0.09326156067860666,86.825119293823,2565,dormant
Sheffield Industries 245,2,17297.874,8648.937,8648.937,2021-03-31 00:00:00+00:00,2021-11-03 00:00:00+00:00,21000.0,217,0.09296608801449792,86.91808538183749,1178,dormant
Flex Group 580,1,17178.333333333336,17178.333333333336,17178.333333333336,2023-04-26 00:00:00+00:00,2023-04-26 00:00:00+00:00,20000.0,0,0.09232362593281984,87.0104090077703,639,at_risk
Continental Works 702,2,17004.838333333333,8502.419166666667,8502.419166666667,2021-03-30 00:00:00+00:00,2021-04-19 00:00:00+00:00,15600.0,20,0.09139119045317215,87.10180019822347,1376,dormant
Stellar Graphics 366,5,16500.385525079364,3300.077105015873,3002.09,2019-01-11 00:00:00+00:00,2024-06-19 00:00:00+00:00,704.0,1986,0.08868004779070975,87.19048024601418,219,loyal
DNZ 052,3,16476.020833333332,5492.006944444444,5730.5,2018-08-24 00:00:00+00:00,2018-08-24 00:00:00+00:00,1870.0,0,0.08854910163644202,87.27902934765062,2345,dormant
Liverpool Industries 911,5,16456.490903703703,3291.2981807407405,3451.930533333333,2018-02-14 00:00:00+00:00,2019-09-24 00:00:00+00:00,2830.0,587,0.08844413953781273,87.36747348718843,1949,dormant
Vector Solutions 870,10,16098.174310101009,1609.8174310101008,676.0919444444444,2023-01-17 00:00:00+00:00,2023-03-09 00:00:00+00:00,732.5,51,0.08651839467587634,87.45399188186431,687,at_risk
VOTE,18,16038.218592777777,891.0121440432099,803.58,2018-05-01 00:00:00+00:00,2024-07-29 00:00:00+00:00,307.22222222222223,2281,0.08619616730309955,87.54018804916741,179,loyal
York Holdings 041,18,15994.553654761905,888.5863141534392,595.8900000000001,2018-04-04 00:00:00+00:00,2021-12-03 00:00:00+00:00,459.3888888888889,1339,0.0859614934656828,87.6261495426331,1148,dormant
Summit Works,2,15748.071666666667,7874.035833333333,7874.035833333333,2023-09-18 00:00:00+00:00,2023-10-06 00:00:00+00:00,3912.0,18,0.0846367950548116,87.7107863376879,476,at_risk
KRM 331,2,15685.833333333334,7842.916666666667,7842.916666666667,2018-07-06 00:00:00+00:00,2018-07-06 00:00:00+00:00,10000.0,0,0.08430229993855962,87.79508863762646,2394,dormant
Birmingham Works 692,17,15439.353820238095,908.1972835434174,732.8866666666667,2016-05-22 00:00:00+00:00,2021-04-15 00:00:00+00:00,143.8235294117647,1789,0.08297761482938477,87.87806625245585,1380,dormant
Coventry Associates,7,15402.638944276096,2200.376992039442,1986.0357481481483,2022-08-22 00:00:00+00:00,2024-04-16 00:00:00+00:00,628.5714285714286,603,0.08278029356377001,87.96084654601962,283,loyal
Max International 926,1,15388.333333333332,15388.333333333332,15388.333333333332,2021-02-15 00:00:00+00:00,2021-02-15 00:00:00+00:00,20000.0,0,0.08270340916248428,88.04354995518212,1439,dormant
MegaLabe,14,15365.926247330448,1097.5661605236035,966.6458333333333,2021-05-06 00:00:00+00:00,2024-09-24 00:00:00+00:00,185.71428571428572,1237,0.08258298400911038,88.12613293919122,122,loyal
Vector Display,2,15361.240357142857,7680.620178571428,7680.620178571428,2022-03-02 00:00:00+00:00,2023-04-03 00:00:00+00:00,2500.0,397,0.08255780005415694,88.20869073924538,662,at_risk
Omega International,7,15116.69500763889,2159.527858234127,2279.944,2021-05-17 00:00:00+00:00,2024-09-19 00:00:00+00:00,280.42857142857144,1221,0.08124350995784095,88.28993424920323,127,loyal
Delta Holdings,5,15051.599468589744,3010.3198937179486,2765.3333333333335,2018-01-23 00:00:00+00:00,2019-07-24 00:00:00+00:00,3920.0,547,0.08089365901011211,88.37082790821334,2011,dormant
Urban International,4,15013.698571428571,3753.4246428571428,3086.3428571428567,2018-07-23 00:00:00+00:00,2023-03-22 00:00:00+00:00,4939.0,1703,0.08068996356515085,88.45151787177849,674,at_risk
Premier Enterprises,10,14993.573095238095,1499.3573095238094,698.4287103174603,2018-03-14 00:00:00+00:00,2024-08-14 00:00:00+00:00,494.0,2345,0.08058180074752033,88.53209967252602,163,loyal
Glasgow Graphics,17,14845.886505,873.2874414705883,569.7418333333333,2019-04-24 00:00:00+00:00,2024-04-23 00:00:00+00:00,320.11764705882354,1826,0.07978807057312805,88.61188774309915,276,loyal
Delta Holdings 028,3,14614.149333333333,4871.383111111111,3512.3706666666667,2018-10-22 00:00:00+00:00,2018-10-22 00:00:00+00:00,200.0,0,0.07854261703950917,88.69043036013865,2286,dormant
HTLN,4,14578.121063492063,3644.5302658730157,963.3873611111111,2018-12-05 00:00:00+00:00,2024-09-12 00:00:00+00:00,2503.75,2108,0.07834898588546829,88.76877934602412,134,active
Morgan & Walker,7,14527.96416100629,2075.423451572327,1785.5396,2022-07-04 00:00:00+00:00,2024-02-26 00:00:00+00:00,257.14285714285717,602,0.07807942148633885,88.84685876751045,333,loyal
Bradford Enterprises 109,7,14276.221276190476,2039.460182312925,1969.4487999999997,2023-06-15 00:00:00+00:00,2023-11-13 00:00:00+00:00,547.8571428571429,151,0.07672644879230658,88.92358521630275,438,at_risk
Birmingham Enterprises 687,2,14258.416666666666,7129.208333333333,7129.208333333333,2018-07-11 00:00:00+00:00,2018-07-11 00:00:00+00:00,4700.0,0,0.07663075929335114,89.0002159755961,2389,dormant
Wilson & Taylor 958,12,14214.636544444444,1184.5530453703702,771.3996999999999,2022-07-20 00:00:00+00:00,2024-08-27 00:00:00+00:00,418.3333333333333,769,0.07639546640731229,89.07661144200341,150,loyal
Vanguard Group 076,2,14208.795238095236,7104.397619047618,7104.397619047618,2020-12-10 00:00:00+00:00,2020-12-10 00:00:00+00:00,1125.0,0,0.07636407275742328,89.15297551476084,1506,dormant
Pacific Media,2,13740.95638888889,6870.478194444445,6870.478194444445,2021-05-21 00:00:00+00:00,2021-09-21 00:00:00+00:00,10025.0,123,0.07384970899041246,89.22682522375125,1221,dormant
Davies & Taylor,1,13322.75,13322.75,13322.75,2019-07-15 00:00:00+00:00,2019-07-15 00:00:00+00:00,105000.0,0,0.0716020910485966,89.29842731479985,2020,dormant
Cardiff Media 798,8,13252.820277777777,1656.6025347222221,743.5497222222223,2018-06-08 00:00:00+00:00,2022-03-08 00:00:00+00:00,18033.75,1369,0.07122625915671553,89.36965357395657,1053,dormant
Leicester Communications,3,13118.245766666667,4372.748588888889,5138.016,2021-09-01 00:00:00+00:00,2021-10-18 00:00:00+00:00,682.6666666666666,47,0.0705029988390335,89.4401565727956,1194,dormant
WesternMark 154,11,12981.21117862963,1180.1101071481482,687.51,2023-01-25 00:00:00+00:00,2024-08-08 00:00:00+00:00,277.90909090909093,561,0.0697665170278883,89.50992308982349,169,loyal
Martin & Taylor 365,8,12842.154308555555,1605.2692885694444,1851.4140458333331,2019-03-15 00:00:00+00:00,2019-06-12 00:00:00+00:00,1835.0,89,0.06901916661810227,89.5789422564416,2053,dormant
Birmingham Communications,9,12785.440416666668,1420.6044907407409,511.4466666666667,2018-10-08 00:00:00+00:00,2021-10-18 00:00:00+00:00,935.0,1106,0.068714362185778,89.64765661862737,1194,dormant
Leeds Creative 003,5,12662.228814814815,2532.445762962963,2252.0622222222223,2021-11-02 00:00:00+00:00,2022-09-01 00:00:00+00:00,435.0,303,0.06805217094642876,89.7157087895738,876,dormant
Jones & Evans 017,11,12519.25625,1138.1142045454546,864.5,2017-12-12 00:00:00+00:00,2020-03-11 00:00:00+00:00,1941.4285714285713,820,0.06728377593764143,89.78299256551144,1780,dormant
Sigma Signs,3,12477.247766666667,4159.082588888889,4866.714633333333,2022-05-30 00:00:00+00:00,2022-05-30 00:00:00+00:00,300.0,0,0.06705800458799914,89.85005057009944,970,dormant
Mega Associates 353,1,12476.5,12476.5,12476.5,2019-07-11 00:00:00+00:00,2019-07-11 00:00:00+00:00,55000.0,0,0.06705398577379412,89.91710455587324,2024,dormant
ProMedi,4,12298.818833333333,3074.704708333333,2935.35675,2019-02-11 00:00:00+00:00,2019-02-12 00:00:00+00:00,25250.0,1,0.06609905206466593,89.98320360793791,2173,dormant
SRP 063,1,12201.945555555558,12201.945555555558,12201.945555555558,2023-11-21 00:00:00+00:00,2023-11-21 00:00:00+00:00,10000.0,0,0.06557841411412117,90.04878202205204,430,at_risk
Prime Systems,3,11904.65264952381,3968.2175498412703,3679.4704761904763,2020-06-17 00:00:00+00:00,2022-07-29 00:00:00+00:00,1500.0,772,0.06398063634858575,90.11276265840063,910,dormant
Pacific Solutions 176,4,11360.319219047618,2840.0798047619046,2879.7856095238094,2023-02-10 00:00:00+00:00,2023-04-18 00:00:00+00:00,571.75,67,0.06105515836170232,90.17381781676232,647,at_risk
Thompson & Lewis,7,11293.504314285714,1613.3577591836734,1481.6690476190477,2018-01-03 00:00:00+00:00,2018-06-15 00:00:00+00:00,1200.0,163,0.06069606681572531,90.23451388357805,2415,dormant
ASRH 407,3,11249.53388888889,3749.8446296296297,3420.4999999999995,2018-07-16 00:00:00+00:00,2018-07-19 00:00:00+00:00,400.0,3,0.06045975115997038,90.29497363473801,2381,dormant
Jackson & Edwards 498,3,10973.479861111111,3657.82662037037,3915.4055555555556,2022-07-14 00:00:00+00:00,2023-08-03 00:00:00+00:00,500.0,385,0.05897612010547515,90.35394975484348,540,at_risk
Bath Services,4,10936.610501443003,2734.152625360751,2560.977770562771,2017-12-04 00:00:00+00:00,2017-12-06 00:00:00+00:00,812.5,2,0.05877796857911165,90.41272772342259,2606,dormant
Continental Holdings 437,1,10882.218833333334,10882.218833333334,10882.218833333334,2021-08-04 00:00:00+00:00,2021-08-04 00:00:00+00:00,627300.0,0,0.058485644759159044,90.47121336818175,1269,dormant
Premier Design 360,3,10821.469500000001,3607.1565000000005,4128.822000000001,2020-11-16 00:00:00+00:00,2024-04-17 00:00:00+00:00,73.33333333333333,1248,0.058159152158421594,90.52937252034017,282,active
Southampton Signs,3,10722.891811594203,3574.297270531401,2682.514589371981,2018-06-05 00:00:00+00:00,2018-07-02 00:00:00+00:00,1033.3333333333333,27,0.0576293539845767,90.58700187432476,2398,dormant
Glasgow Enterprises 886,3,10606.92156862745,3535.6405228758163,2958.850140056022,2020-11-19 00:00:00+00:00,2021-08-20 00:00:00+00:00,2233.3333333333335,274,0.05700608086935398,90.64400795519411,1253,dormant
Glasgow Creative 223,3,10560.62,3520.206666666667,3690.206666666667,2018-06-28 00:00:00+00:00,2018-06-28 00:00:00+00:00,1500.0,0,0.056757236664324584,90.70076519185844,2402,dormant
Stellar Manufacturing 680,3,10516.556755820106,3505.518918606702,3035.838946296296,2023-03-27 00:00:00+00:00,2024-10-07 00:00:00+00:00,420.0,560,0.05652042216118782,90.75728561401962,109,active
Nottingham Display,2,10376.916666666666,5188.458333333333,5188.458333333333,2022-07-18 00:00:00+00:00,2022-07-18 00:00:00+00:00,3000.0,0,0.05576993728549784,90.81305555130513,921,dormant
Vanguard Systems 923,2,10310.653827988888,5155.326913994444,5155.326913994444,2019-04-16 00:00:00+00:00,2024-01-15 00:00:00+00:00,625.0,1735,0.055413812776057614,90.86846936408118,375,at_risk
Southern Packaging 053,5,10299.739053174602,2059.9478106349206,1827.6225,2018-06-01 00:00:00+00:00,2019-02-06 00:00:00+00:00,406.0,250,0.0553551521616929,90.92382451624287,2179,dormant
QQ,5,10272.44280952381,2054.4885619047623,1973.6773333333335,2020-07-30 00:00:00+00:00,2021-04-21 00:00:00+00:00,1420.0,265,0.055208450608097086,90.97903296685097,1374,dormant
Rapid Group,3,10096.1392,3365.379733333333,4269.259047619047,2021-06-22 00:00:00+00:00,2021-10-07 00:00:00+00:00,14888.666666666666,107,0.054260920473453704,91.03329388732442,1205,dormant
Birmingham Associates,6,10076.621492575758,1679.4369154292929,2159.7945833333333,2018-01-10 00:00:00+00:00,2019-06-07 00:00:00+00:00,734.1666666666666,513,0.05415602406212343,91.08744991138654,2058,dormant
Vertex Creative 996,6,9982.430476190477,1663.7384126984127,1368.5333333333333,2020-11-03 00:00:00+00:00,2022-07-20 00:00:00+00:00,755.5,624,0.053649801718299604,91.14109971310484,919,dormant
Lewis & Lee,3,9976.138095238095,3325.379365079365,2911.109523809524,2018-09-17 00:00:00+00:00,2018-09-27 00:00:00+00:00,3000.0,10,0.053615983802789306,91.19471569690762,2311,dormant
Hall & Brown,10,9948.307079523809,994.8307079523809,793.7883333333334,2024-01-16 00:00:00+00:00,2024-09-24 00:00:00+00:00,1194.8,252,0.05346640815803509,91.24818210506565,122,loyal
Metro Graphics,7,9917.612222222222,1416.801746031746,1454.01,2018-03-27 00:00:00+00:00,2024-06-03 00:00:00+00:00,2750.0,2260,0.053301441017825156,91.30148354608347,235,loyal
Cardiff Systems,4,9840.876341718375,2460.2190854295936,2708.718768667629,2018-01-18 00:00:00+00:00,2021-06-04 00:00:00+00:00,2045.0,1233,0.05288902995385333,91.35437257603733,1330,dormant
Bradford Associates,4,9566.953253968255,2391.7383134920638,2880.2010317460317,2023-03-06 00:00:00+00:00,2023-12-20 00:00:00+00:00,600.0,289,0.051416851471978574,91.40578942750932,401,at_risk
Birmingham Industries,1,9534.458333333336,9534.458333333336,9534.458333333336,2024-08-07 00:00:00+00:00,2024-08-07 00:00:00+00:00,10000.0,0,0.051242210030390443,91.45703163753971,170,active
Zenith Manufacturing,3,9462.433333333334,3154.1444444444446,4000.52380952381,2021-06-17 00:00:00+00:00,2021-06-17 00:00:00+00:00,2866.6666666666665,0,0.050855117229896905,91.50788675476961,1317,dormant
Royal Creative,1,9213.400000000001,9213.400000000001,9213.400000000001,2019-01-24 00:00:00+00:00,2019-01-24 00:00:00+00:00,5000.0,0,0.0495167068110668,91.55740346158068,2192,dormant
MIR 352,1,9176.32,9176.32,9176.32,2023-07-24 00:00:00+00:00,2023-07-24 00:00:00+00:00,10000.0,0,0.04931742321450587,91.60672088479518,550,at_risk
NQFQ,5,9133.542857142857,1826.7085714285713,1913.7333333333333,2018-07-09 00:00:00+00:00,2019-05-14 00:00:00+00:00,700.0,309,0.049087520763611274,91.65580840555879,2082,dormant
Stellar Solutions 405,8,9044.500011544013,1130.5625014430016,1197.3919065656567,2018-04-30 00:00:00+00:00,2019-06-18 00:00:00+00:00,378.0,414,0.04860896686612055,91.70441737242491,2047,dormant
White & Harris 961,7,8992.426012791033,1284.632287541576,783.6944444444445,2021-11-12 00:00:00+00:00,2024-02-29 00:00:00+00:00,889.2857142857143,839,0.048329099181147445,91.75274647160606,330,loyal
Prime Technologies 655,4,8988.241822222222,2247.0604555555556,2229.3599444444444,2017-12-22 00:00:00+00:00,2021-05-06 00:00:00+00:00,8922.5,1231,0.04830661157205228,91.80105308317812,1359,dormant
FlexIndu 349,8,8888.646595238095,1111.0808244047619,724.9954444444445,2018-02-01 00:00:00+00:00,2019-10-04 00:00:00+00:00,446.25,610,0.04777134471569581,91.84882442789382,1939,dormant
ProInte,1,8824.637866666668,8824.637866666668,8824.637866666668,2017-09-18 00:00:00+00:00,2017-09-18 00:00:00+00:00,3000.0,0,0.047427334746952404,91.89625176264077,2685,dormant
BetaDisp,3,8744.761349295239,2914.9204497650794,2918.3035714285716,2023-03-22 00:00:00+00:00,2024-03-14 00:00:00+00:00,740.0,358,0.04699804457266602,91.94324980721343,316,active
AlphaTech 796,2,8744.033571428572,4372.016785714286,4372.016785714286,2017-10-06 00:00:00+00:00,2017-10-06 00:00:00+00:00,2500.0,0,0.04699413318672301,91.99024394040016,2667,dormant
PrecisionMedi 828,1,8709.687844444445,8709.687844444445,8709.687844444445,2024-01-31 00:00:00+00:00,2024-01-31 00:00:00+00:00,681.0,0,0.046809544729336384,92.0370534851295,359,active
Stellar Group 462,1,8637.854352941176,8637.854352941176,8637.854352941176,2023-02-06 00:00:00+00:00,2023-02-06 00:00:00+00:00,6000.0,0,0.046423481176469626,92.08347696630598,718,at_risk
Lee & Jackson 174,4,8515.247180952585,2128.8117952381463,2155.8940666666667,2024-03-11 00:00:00+00:00,2024-05-09 00:00:00+00:00,137.5,59,0.04576453839874445,92.12924150470472,260,active
Delta Enterprises,5,8425.111825396827,1685.0223650793655,1822.177777777778,2018-02-21 00:00:00+00:00,2020-04-03 00:00:00+00:00,1610.0,772,0.04528011289085749,92.17452161759557,1757,dormant
Pacific Partners 518,5,8353.239367816092,1670.6478735632184,1100.0,2021-02-02 00:00:00+00:00,2024-08-16 00:00:00+00:00,6200.0,1291,0.044893839917816473,92.21941545751339,161,loyal
National Holdings 842,4,8333.978783333332,2083.494695833333,2124.550875,2018-12-04 00:00:00+00:00,2024-05-15 00:00:00+00:00,32.5,1989,0.04479032539387932,92.26420578290727,254,active
Clarke & Brown 026,1,8250.668333333335,8250.668333333335,8250.668333333335,2024-08-21 00:00:00+00:00,2024-08-21 00:00:00+00:00,10000.0,0,0.04434257981386022,92.30854836272113,156,active
Edwards & Evans,1,8108.663888888889,8108.663888888889,8108.663888888889,2024-07-10 00:00:00+00:00,2024-07-10 00:00:00+00:00,250.0,0,0.04357938789324199,92.35212775061437,198,active
Edinburgh Systems 917,1,8053.5095238095255,8053.5095238095255,8053.5095238095255,2023-05-24 00:00:00+00:00,2023-05-24 00:00:00+00:00,6000.0,0,0.04328296501732372,92.3954107156317,611,at_risk
Sigma Productions,1,7983.152944444444,7983.152944444444,7983.152944444444,2019-07-29 00:00:00+00:00,2019-07-29 00:00:00+00:00,1000.0,0,0.04290483901469165,92.4383155546464,2006,dormant
Stellar Manufacturing 380,2,7929.923076923077,3964.9615384615386,3964.9615384615386,2022-06-13 00:00:00+00:00,2022-06-16 00:00:00+00:00,34500.0,3,0.04261875920228283,92.48093431384868,953,dormant
Hughes & Jones 714,7,7928.500454444445,1132.642922063492,1083.9673333333333,2022-08-11 00:00:00+00:00,2022-10-19 00:00:00+00:00,130.85714285714286,69,0.042611113427630985,92.5235454272763,828,dormant
Vector Works,4,7900.072533333333,1975.0181333333333,1844.1296000000002,2018-07-19 00:00:00+00:00,2018-07-19 00:00:00+00:00,50.0,0,0.04245832976091652,92.56600375703722,2381,dormant
Vertex Holdings 061,15,7898.488186395664,526.5658790930443,431.61500000000007,2017-11-07 00:00:00+00:00,2023-01-28 00:00:00+00:00,1140.0,1908,0.04244981481064849,92.60845357184787,727,at_risk
AgileTech 368,6,7776.522541666667,1296.0870902777779,722.6285,2020-11-23 00:00:00+00:00,2020-11-26 00:00:00+00:00,116.16666666666667,3,0.04179431987163917,92.65024789171952,1520,dormant
Wright & Mitchell 825,6,7758.455466666667,1293.0759111111113,1006.18265,2018-01-12 00:00:00+00:00,2018-01-31 00:00:00+00:00,,19,0.04169721977225038,92.69194511149176,2550,dormant
Jones & Thomas,5,7670.732828282828,1534.1465656565656,1472.6944444444443,2019-01-18 00:00:00+00:00,2023-04-13 00:00:00+00:00,900.0,1546,0.04122576122648598,92.73317087271825,652,at_risk
Jones & Thompson 198,3,7591.834826264172,2530.611608754724,2617.061111111111,2022-08-18 00:00:00+00:00,2022-09-23 00:00:00+00:00,505.0,36,0.040801730007398916,92.77397260272565,854,dormant
Vanguard Solutions,6,7576.762036259811,1262.7936727099684,1123.7372374661247,2018-08-14 00:00:00+00:00,2024-05-07 00:00:00+00:00,1308.3333333333333,2093,0.0407207224614907,92.81469332518714,262,loyal
Jones & White,13,7573.670873015873,582.5900671550672,369.1972222222222,2018-05-21 00:00:00+00:00,2018-06-11 00:00:00+00:00,442.3076923076923,21,0.040704109243345915,92.85539743443049,2419,dormant
FlexPrin 367,1,7428.4400000000005,7428.4400000000005,7428.4400000000005,2018-03-06 00:00:00+00:00,2018-03-06 00:00:00+00:00,300.0,0,0.03992357713152593,92.89532101156202,2516,dormant
York Manufacturing 838,6,7331.7107438095245,1221.9517906349208,1163.567761904762,2018-06-06 00:00:00+00:00,2023-09-28 00:00:00+00:00,300.0,1940,0.03940371321388029,92.9347247247759,484,at_risk
Cambridge Creative 749,7,7276.0942000000005,1039.4420285714286,1205.1466666666668,2019-10-30 00:00:00+00:00,2021-09-01 00:00:00+00:00,266.2857142857143,672,0.03910480639406773,92.97382953116997,1241,dormant
National Systems 662,8,7093.700722222223,886.7125902777778,254.00033333333334,2018-02-08 00:00:00+00:00,2021-11-17 00:00:00+00:00,790.625,1378,0.038124546732772976,93.01195407790274,1164,dormant
PO 132,4,7009.969233333333,1752.4923083333333,1644.7910833333335,2018-11-20 00:00:00+00:00,2018-11-20 00:00:00+00:00,1875.0,0,0.03767453831175953,93.0496286162145,2257,dormant
NS,2,7009.4,3504.7,3504.7,2021-05-12 00:00:00+00:00,2021-05-12 00:00:00+00:00,1640.0,0,0.037671479011167595,93.08730009522567,1353,dormant
YGL 037,1,7002.030714490476,7002.030714490476,7002.030714490476,2024-05-21 00:00:00+00:00,2024-05-21 00:00:00+00:00,1000.0,0,0.03763187335527703,93.12493196858095,248,active
Leicester Solutions 244,1,6990.704,6990.704,6990.704,2021-10-19 00:00:00+00:00,2021-10-19 00:00:00+00:00,20000.0,0,0.037570998802933964,93.16250296738389,1193,dormant
Taylor & Jones,4,6972.698817234848,1743.174704308712,1752.8281013257574,2022-01-31 00:00:00+00:00,2022-05-27 00:00:00+00:00,150.0,116,0.03747423133858186,93.19997719872246,973,dormant
OCU 906,2,6949.292853814815,3474.6464269074077,3474.6464269074077,2020-02-04 00:00:00+00:00,2020-02-04 00:00:00+00:00,30500.0,0,0.03734843779566607,93.23732563651814,1816,dormant
Vector Marketing,2,6919.8570141570135,3459.9285070785068,3459.9285070785068,2022-10-11 00:00:00+00:00,2022-10-11 00:00:00+00:00,1500.0,0,0.037190237148557195,93.27451587366669,836,dormant
Sigma Systems 727,10,6914.825888888889,691.4825888888888,579.5699999999999,2019-02-19 00:00:00+00:00,2022-06-15 00:00:00+00:00,140.0,1212,0.03716319775432363,93.31167907142101,954,dormant
