company,recency_days,first_order_days_ago,tenure_days,frequency,monetary_total,monetary_mean,monetary_median,monetary_std,monetary_max,monetary_min,avg_days_between_orders,std_days_between_orders,min_days_between_orders,max_days_between_orders,orders_per_year,avg_quantity,median_quantity,max_quantity,min_quantity,std_quantity,avg_unit_price,median_unit_price,max_unit_price,avg_margin,median_margin,ptype_binder_pct,ptype_box_pct,ptype_slip_case_pct,ptype_folder_pct,ptype_presentation_pack_pct,ptype_menu_cover_pct,ptype_ring_binder_pct,ptype_lever_arch_pct,ptype_portfolio_pct,product_type_diversity,has_product_type_pct,avg_num_operations,max_num_operations,op_cutting_pct,op_creasing_pct,op_assembly_pct,op_wrapping_pct,op_liner_gluing_pct,op_laminating_pct,op_foil_blocking_pct,op_screen_printing_pct,op_drilling_pct,op_embossing_pct,op_debossing_pct,op_uv_varnishing_pct,op_die_cutting_pct,op_hand_finishing_pct,op_packing_pct,op_collating_pct,unique_operations_used,avg_cost_items,peak_month,months_active,revenue_trend_slope,revenue_trend_pct,recent_12m_revenue,historical_revenue,recent_share_pct,era_2017_box_pct,era_2020_pob_master_pct,era_2024_quotation_pct
BetaProd,1505.0,1522.0,17,2,6478.577820512821,3239.2889102564104,3239.2889102564104,1867.8893750296158,4560.086153846154,1918.4916666666668,17.0,,17.0,17.0,42.970588235294116,500.0,500.0,500.0,500.0,0.0,,,,13.25,13.25,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.5,6,100.0,50.0,100.0,0.0,0.0,50.0,50.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,21.5,11.0,2,0.0,0.0,0.0,6478.577820512821,0.0,0.0,100.0,0.0
Walker & Thomas,1522.0,1522.0,0,3,3617.1178333333332,1205.7059444444444,1243.3960000000002,85.04801308678095,1265.396,1108.3258333333333,0.0,0.0,0.0,0.0,3.0,833.3333333333334,1000.0,1000.0,500.0,288.6751345948129,,,,11.5,11.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,20.0,11.0,1,0.0,0.0,0.0,3617.1178333333332,0.0,0.0,100.0,0.0
PhoenixHold 749,155.0,2362.0,2207,5,1564.9612794920636,312.99225589841274,305.2578444444444,50.00680698145076,376.4899746666667,248.25896126984128,551.75,318.6841435235417,267.0,841.0,0.8274807430901676,82.0,100.0,150.0,25.0,51.79285665031424,,,,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,60.0,4.8,5,100.0,0.0,100.0,0.0,0.0,0.0,80.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21.8,8.0,3,-16.24555990202618,-5.1904031476417645,248.25896126984128,1316.7023182222222,15.863584902906878,0.0,100.0,0.0
Central Holdings,602.0,602.0,0,1,1084.1809523809525,1084.1809523809525,1084.1809523809525,0.0,1084.1809523809525,1084.1809523809525,,,,,1.0,250.0,250.0,250.0,250.0,0.0,4.55356,4.55356,4.55356,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,36.0,6.0,1,0.0,0.0,0.0,1084.1809523809525,0.0,0.0,100.0,0.0
Atlantic Labels,121.0,121.0,0,1,897.1875,897.1875,897.1875,0.0,897.1875,897.1875,,,,,1.0,750.0,750.0,750.0,750.0,0.0,1.3756875,1.3756875,1.3756875,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,26.0,9.0,1,0.0,0.0,897.1875,0.0,100.0,0.0,100.0,0.0
RoyalGrou,2212.0,2212.0,0,1,499.76833333333343,499.76833333333343,499.76833333333343,0.0,499.76833333333343,499.76833333333343,,,,,1.0,150.0,150.0,150.0,150.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,1.0,1,0.0,0.0,0.0,499.76833333333343,0.0,0.0,100.0,0.0
Urban International,674.0,2377.0,1703,4,15013.698571428573,3753.424642857143,3086.3428571428567,2787.207182534452,7644.203333333334,1196.8095238095239,567.6666666666666,519.3653177998444,0.0,1019.0,0.8578978273634762,4939.0,4618.0,8000.0,2520.0,2323.159630044106,1.1490580556970262,0.9831746031746031,1.540228135345047,5.5,5.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,75.0,7.5,9,100.0,75.0,100.0,75.0,75.0,100.0,75.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,27.25,7.0,3,443.4700375939778,8.861308267595938,0.0,15013.698571428573,0.0,0.0,100.0,0.0
Vector Works,2381.0,2381.0,0,4,7900.072533333334,1975.0181333333335,1844.1296000000002,819.0400756620253,3089.8599999999997,1121.9533333333334,0.0,0.0,0.0,0.0,4.0,50.0,40.0,80.0,40.0,20.0,,,,20.0,20.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,75.0,5.0,5,100.0,0.0,100.0,25.0,25.0,75.0,0.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,23.5,7.0,1,0.0,0.0,0.0,7900.072533333334,0.0,0.0,100.0,0.0
Apex Services,925.0,2397.0,1472,47,96485.01114474206,2052.8725775477037,988.5036666666666,2730.8048197672097,13787.433333333334,119.18238095238095,32.0,45.11269838477361,0.0,175.0,11.662194293478262,1454.468085106383,500.0,8200.0,25.0,2267.766386740235,3.631736961111111,2.6006200476190475,10.0243,13.142857142857142,10.0,50.0,40.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,4,85.1063829787234,6.680851063829787,9,100.0,76.59574468085107,100.0,44.680851063829785,44.680851063829785,55.319148936170215,72.3404255319149,95.74468085106383,78.72340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,26.19148936170213,3.0,12,-537.5075918798074,-2.7854460786321766,0.0,96485.01114474206,0.0,0.0,100.0,0.0
Metro Marketing,550.0,819.0,269,3,872.7751398044445,290.9250466014815,258.4016663466667,102.72204158709101,405.9718071111111,208.40166634666667,134.5,184.55486988968892,4.0,265.0,4.073420074349443,10.333333333333334,3.0,25.0,3.0,12.701705922171765,66.42041920237038,76.41394432711111,103.36066653866668,16.666666666666668,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.666666666666666,9,100.0,100.0,100.0,100.0,100.0,66.66666666666666,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,35.333333333333336,11.0,3,-60.83152558219788,-13.93979338041821,0.0,872.7751398044445,0.0,0.0,100.0,0.0
BetaDisp,316.0,674.0,358,3,8744.761349295239,2914.9204497650794,2918.3035714285716,655.3943067978424,3568.616646866667,2257.8411309999997,179.0,209.30360723121808,31.0,327.0,3.060754189944134,740.0,610.0,1100.0,510.0,315.75306807693886,3.893036342036364,3.893036342036364,3.893036342036364,13.333333333333334,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33.33333333333333,6.666666666666667,8,100.0,0.0,100.0,100.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,29.0,3.0,2,2908.1542064388673,66.51191702728956,5826.457777866666,2918.3035714285716,66.62797925681797,0.0,100.0,0.0
EasternServ,718.0,718.0,0,1,10.0,10.0,10.0,0.0,10.0,10.0,,,,,1.0,,,,,,,,,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,19.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,18.0,2.0,1,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0
Atlantic Graphics,659.0,729.0,70,3,29520.115523809523,9840.038507936508,8902.035523809524,9685.764909818601,19960.68,657.4,35.0,26.870057685088806,16.0,54.0,15.653571428571428,13360.0,10020.0,30000.0,60.0,15246.888207106393,,,,13.333333333333334,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33.33333333333333,6.333333333333333,7,100.0,0.0,100.0,100.0,100.0,100.0,33.33333333333333,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16.333333333333332,1.0,3,0.0,0.0,0.0,29520.115523809523,0.0,0.0,100.0,0.0
Nottingham Display,921.0,921.0,0,2,10376.916666666666,5188.458333333333,5188.458333333333,3908.2381051831467,7951.999999999999,2424.9166666666665,0.0,,0.0,0.0,2.0,3000.0,3000.0,5000.0,1000.0,2828.42712474619,,,,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,22.5,7.0,1,0.0,0.0,0.0,10376.916666666666,0.0,0.0,100.0,0.0
TLTJ 778,2327.0,2327.0,0,1,290.8,290.8,290.8,0.0,290.8,290.8,,,,,1.0,350.0,350.0,350.0,350.0,0.0,0.8308571428571428,0.8308571428571428,0.8308571428571428,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,7,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,25.0,9.0,1,0.0,0.0,0.0,290.8,0.0,0.0,100.0,0.0
AWYR,610.0,610.0,0,2,466.6904166666667,233.34520833333335,233.34520833333335,21.09741470017711,248.26333333333332,218.42708333333334,0.0,,0.0,0.0,2.0,22.0,22.0,40.0,4.0,25.45584412271571,74.479,74.479,74.479,20.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,7.0,8,100.0,100.0,100.0,50.0,50.0,100.0,50.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,29.0,5.0,1,0.0,0.0,0.0,466.6904166666667,0.0,0.0,100.0,0.0
Smith & Evans,2165.0,2165.0,0,3,2430.6168333333335,810.2056111111111,890.0,462.08811886011085,1227.2001666666667,313.4166666666667,0.0,0.0,0.0,0.0,3.0,350.0,500.0,500.0,50.0,259.8076211353316,,,,26.666666666666668,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13.0,2.0,1,0.0,0.0,0.0,2430.6168333333335,0.0,0.0,100.0,0.0
Jackson & Mitchell,2410.0,2410.0,0,1,394.50679629629633,394.50679629629633,394.50679629629633,0.0,394.50679629629633,394.50679629629633,,,,,1.0,100.0,100.0,100.0,100.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,22.0,6.0,1,0.0,0.0,0.0,394.50679629629633,0.0,0.0,100.0,0.0
Bristol Communications,581.0,1417.0,836,12,57917.15646392496,4826.42970532708,3978.742878787879,3281.9315388946184,10521.0,492.8202380952381,76.0,178.01629138929954,0.0,606.0,5.242822966507177,7958.333333333333,5000.0,20000.0,500.0,7738.505650121974,1.6212376378306876,0.5564771666666667,6.244241142857143,11.5,10.0,57.14285714285714,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,58.333333333333336,7.583333333333333,8,100.0,58.333333333333336,100.0,100.0,100.0,100.0,100.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,21.416666666666668,3.0,7,-22712.35823195596,-78.43050183619728,0.0,57917.15646392496,0.0,0.0,100.0,0.0
Leicester Communications,1194.0,1241.0,47,3,13118.245766666667,4372.748588888889,5138.016,2384.5794527698226,6280.746566666667,1699.4832000000001,23.5,33.23401871576773,0.0,47.0,23.31382978723404,682.6666666666666,1000.0,1000.0,48.0,549.6374562685238,6.33745594,6.33745594,7.53689588,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,66.66666666666666,7.0,9,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,100.0,66.66666666666666,66.66666666666666,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25.666666666666668,10.0,2,0.0,0.0,0.0,13118.245766666667,0.0,0.0,100.0,0.0
NS,1353.0,1353.0,0,2,7009.4,3504.7,3504.7,53.76368559621714,3542.7166666666662,3466.683333333333,0.0,,0.0,0.0,2.0,1640.0,1640.0,1640.0,1640.0,0.0,,,,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,7,100.0,0.0,100.0,100.0,100.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,21.0,5.0,1,0.0,0.0,0.0,7009.4,0.0,0.0,100.0,0.0
Pacific Media,1221.0,1344.0,123,2,13740.95638888889,6870.478194444445,6870.478194444445,8590.369423454462,12944.786666666667,796.1697222222223,123.0,,123.0,123.0,5.939024390243903,10025.0,10025.0,20000.0,50.0,14106.780284671622,19.108073333333333,19.108073333333333,19.108073333333333,17.5,17.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.5,6,100.0,100.0,100.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,25.5,5.0,2,0.0,0.0,0.0,13740.95638888889,0.0,0.0,100.0,0.0
Edinburgh International,2542.0,2542.0,0,1,222.0,222.0,222.0,0.0,222.0,222.0,,,,,1.0,250.0,250.0,250.0,250.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,24.0,2.0,1,0.0,0.0,0.0,222.0,0.0,0.0,100.0,0.0
Harris & Thompson 814,2478.0,2478.0,0,1,154.29399999999998,154.29399999999998,154.29399999999998,0.0,154.29399999999998,154.29399999999998,,,,,1.0,30.0,30.0,30.0,30.0,0.0,,,,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.0,4.0,1,0.0,0.0,0.0,154.29399999999998,0.0,0.0,100.0,0.0
Vertex Print,213.0,213.0,0,3,91776.3442111111,30592.114737037035,23113.366477777778,12953.571962054337,45549.61125555556,23113.366477777778,0.0,0.0,0.0,0.0,3.0,6666.666666666667,5000.0,10000.0,5000.0,2886.751345948129,,,,13.666666666666666,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18.0,6.0,1,0.0,0.0,91776.3442111111,0.0,100.0,0.0,100.0,0.0
Glasgow Design,418.0,418.0,0,1,1743.3057291666667,1743.3057291666667,1743.3057291666667,0.0,1743.3057291666667,1743.3057291666667,,,,,1.0,1000.0,1000.0,1000.0,1000.0,0.0,,,,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11.0,12.0,1,0.0,0.0,0.0,1743.3057291666667,0.0,0.0,100.0,0.0
ApexAsso,2081.0,2118.0,37,3,497.0124333333333,165.6708111111111,97.34,145.15164114059144,332.37743333333333,67.295,18.5,26.16295090390226,0.0,37.0,29.614864864864867,20.0,20.0,20.0,20.0,0.0,,,,33.333333333333336,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,22.666666666666668,4.0,2,0.0,0.0,0.0,497.0124333333333,0.0,0.0,100.0,0.0
Premier Creative 831,2551.0,2551.0,0,1,195.80783333333335,195.80783333333335,195.80783333333335,0.0,195.80783333333335,195.80783333333335,,,,,1.0,35.0,35.0,35.0,35.0,0.0,,,,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.0,1.0,1,0.0,0.0,0.0,195.80783333333335,0.0,0.0,100.0,0.0
Southampton Media,185.0,185.0,0,1,267.6226666666667,267.6226666666667,267.6226666666667,0.0,267.6226666666667,267.6226666666667,,,,,1.0,8.0,8.0,8.0,8.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,24.0,7.0,1,0.0,0.0,267.6226666666667,0.0,100.0,0.0,100.0,0.0
HP,423.0,497.0,74,2,3464.346577777778,1732.173288888889,1732.173288888889,855.6206384279345,2337.1884444444445,1127.1581333333334,74.0,,74.0,74.0,9.871621621621621,2110.0,2110.0,4000.0,220.0,2672.86363288515,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16.5,9.0,2,0.0,0.0,0.0,3464.346577777778,0.0,0.0,100.0,0.0
Mega Holdings,2193.0,2193.0,0,1,1088.6333333333334,1088.6333333333334,1088.6333333333334,0.0,1088.6333333333334,1088.6333333333334,,,,,1.0,2000.0,2000.0,2000.0,2000.0,0.0,0.6531800000000001,0.6531800000000001,0.6531800000000001,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,28.0,1.0,1,0.0,0.0,0.0,1088.6333333333334,0.0,0.0,100.0,0.0
Oxford Solutions 843,129.0,2465.0,2336,41,69411.81840332011,1692.9711805687832,905.16,2056.8179937445584,10178.862962962961,125.19333333333333,58.4,84.64944302904895,0.0,351.0,6.4106378424657535,1725.7317073170732,400.0,10000.0,30.0,2794.7969069718665,5.540595654606286,3.93312,25.26009,21.664121951219514,20.0,68.75,9.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,78.04878048780488,6.585365853658536,9,100.0,53.65853658536586,100.0,48.78048780487805,48.78048780487805,51.21951219512195,80.48780487804879,97.5609756097561,78.04878048780488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,27.073170731707318,9.0,11,-3742.232777546533,-37.73943695094544,1157.0732216666665,68254.74518165344,1.6669686060426296,0.0,100.0,0.0
YFU,1274.0,1274.0,0,1,634.54,634.54,634.54,0.0,634.54,634.54,,,,,1.0,250.0,250.0,250.0,250.0,0.0,3.045792,3.045792,3.045792,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,34.0,7.0,1,0.0,0.0,0.0,634.54,0.0,0.0,100.0,0.0
Wilson & Martin,828.0,828.0,0,1,2705.982142857143,2705.982142857143,2705.982142857143,0.0,2705.982142857143,2705.982142857143,,,,,1.0,2500.0,2500.0,2500.0,2500.0,0.0,,,,15.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,19.0,10.0,1,0.0,0.0,0.0,2705.982142857143,0.0,0.0,100.0,0.0
Continental Packaging,816.0,816.0,0,1,595.4866666666667,595.4866666666667,595.4866666666667,0.0,595.4866666666667,595.4866666666667,,,,,1.0,25.0,25.0,25.0,25.0,0.0,,,,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,29.0,10.0,1,0.0,0.0,0.0,595.4866666666667,0.0,0.0,100.0,0.0
Oxford Marketing,107.0,996.0,889,24,57837.563128444446,2409.898463685185,1561.8444444444444,2258.6572974765404,8264.059722222224,143.42673333333332,38.65217391304348,52.56563749313128,0.0,189.0,9.860517435320585,778.3333333333334,200.0,5000.0,50.0,1436.5225725512548,18.351986682738094,18.742133333333335,24.21369498611112,20.565217391304348,20.0,9.090909090909092,72.72727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45.83333333333333,6.0,8,100.0,33.33333333333333,70.83333333333334,79.16666666666666,79.16666666666666,33.33333333333333,87.5,37.5,79.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,23.625,2.0,9,10705.242261443762,55.52745490505772,24676.429283999998,33161.13384444445,42.66505701355208,0.0,100.0,0.0
KAZS,830.0,830.0,0,1,868.7966666666666,868.7966666666666,868.7966666666666,0.0,868.7966666666666,868.7966666666666,,,,,1.0,50.0,50.0,50.0,50.0,0.0,19.113526666666665,19.113526666666665,19.113526666666665,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,38.0,10.0,1,0.0,0.0,0.0,868.7966666666666,0.0,0.0,100.0,0.0
Pro Enterprises,169.0,952.0,783,30,57725.471711746046,1924.182390391535,2014.4633333333336,1140.7177259516022,4626.8,258.3704761904762,27.0,54.865419762490525,0.0,273.0,13.994252873563218,412.9,200.0,2600.0,3.0,720.7984724810635,44.069227149043996,26.102083333333336,211.29279200000565,15.26086956521739,10.0,13.636363636363635,86.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,73.33333333333333,6.5,9,100.0,50.0,96.66666666666667,90.0,90.0,73.33333333333333,73.33333333333333,43.333333333333336,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,23.866666666666667,7.0,7,-4578.722966984088,-23.795680647781026,16572.618888888886,41152.85282285715,28.709369360626063,0.0,100.0,0.0
Pro International,749.0,749.0,0,1,673.1266666666667,673.1266666666667,673.1266666666667,0.0,673.1266666666667,673.1266666666667,,,,,1.0,40.0,40.0,40.0,40.0,0.0,19.352391666666666,19.352391666666666,19.352391666666666,15.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,39.0,1.0,1,0.0,0.0,0.0,673.1266666666667,0.0,0.0,100.0,0.0
Morgan & Walker,333.0,935.0,602,7,14527.96416100629,2075.423451572327,1785.5396,856.86403368303,3310.2650000000003,1223.755,100.33333333333333,244.29872424281436,0.0,599.0,4.247093023255814,257.14285714285717,200.0,600.0,100.0,161.83471874253743,14.850792916666668,14.850792916666668,15.908815000000002,15.833333333333334,10.0,28.57142857142857,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100.0,6.571428571428571,8,100.0,28.57142857142857,100.0,100.0,100.0,28.57142857142857,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,25.0,2.0,2,-533.3419194968217,-7.342280220216063,6730.640161006289,7797.3240000000005,46.32885988989173,0.0,100.0,0.0
National Works,576.0,871.0,295,2,3490.7506993006996,1745.3753496503498,1745.3753496503498,1847.54631676043,3051.787878787879,438.96282051282054,295.0,,295.0,295.0,2.476271186440678,105.0,105.0,110.0,100.0,7.0710678118654755,5.267553846153846,5.267553846153846,5.267553846153846,20.0,20.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,6.5,7,100.0,50.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,24.0,9.0,2,-2612.825058274013,-149.69989456980923,0.0,3490.7506993006996,0.0,0.0,100.0,0.0
Summit Display,411.0,411.0,0,2,5525.144444444444,2762.572222222222,2762.572222222222,548.2198874539301,3150.222222222222,2374.9222222222224,0.0,,0.0,0.0,2.0,1000.0,1000.0,1000.0,1000.0,0.0,,,,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15.0,12.0,1,0.0,0.0,0.0,5525.144444444444,0.0,0.0,100.0,0.0
Beta Creative,472.0,2439.0,1967,6,1452.9227166666667,242.15378611111112,238.3094416666667,147.21857289149673,506.17333333333335,79.82666666666667,393.4,672.6721341039778,0.0,1560.0,1.114133197763091,52.833333333333336,28.0,150.0,5.0,60.57859908141378,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.166666666666667,6,100.0,16.666666666666664,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15.166666666666666,6.0,4,9.434329761903747,1.9480037693019696,0.0,1452.9227166666667,0.0,0.0,100.0,0.0
Prime Systems,896.0,1682.0,786,4,13643.039316190478,3410.7598290476194,3476.769658095238,1324.1866372471943,4951.113333333334,1738.3866666666668,262.0,433.8859297096415,9.0,763.0,1.8587786259541985,1250.0,1250.0,2000.0,500.0,866.0254037844386,4.172128000000001,4.172128000000001,4.172128000000001,13.75,12.5,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2,100.0,6.0,7,100.0,0.0,100.0,100.0,100.0,25.0,75.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,18.25,7.0,3,3547.4508180944495,52.00382020279919,0.0,13643.039316190478,0.0,0.0,100.0,0.0
